brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
蔚来,蔚来ES8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/94095b474bee49fe9cf4700d9f323b90~tplv-resize:640:0.png,747,"[49.8, 59.8]",蔚来,348,中大型SUV,纯电动,2024.02,3年或12万公里
远航汽车,远航Y6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5a90fd829584198b01a22b25cc5d70a~tplv-resize:640:0.png,738,"[26.98, 33.98]",远航汽车,349,大型车,纯电动,2024.04,6年或16万公里
宝骏,宝骏云海PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3f8e93182cba4fdc865c174b20ae0999~tplv-resize:640:0.png,737,"[10.98, 12.38]",上汽通用五菱,350,紧凑型SUV,插电式混合动力,2024.09,6年或15万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f9312b6a259c44959bb4f16dd1caa135~tplv-resize:640:0.png,736,"[38.88, 58.98]",福建奔驰,351,中大型MPV,48V轻混系统,2024.08,3年或6万公里
广汽传祺,传祺ES9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c2e89470e4a04d169559f93e0890aa6a~tplv-resize:640:0.png,735,"[22.98, 26.98]",广汽传祺,352,中大型SUV,插电式混合动力,2024.06,5年或15万公里
起亚,起亚EV5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,734,"[14.98, 22.58]",起亚,353,紧凑型SUV,纯电动,2023.11,5年或10万公里
丰田,凌放HARRIER,https://p9-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,725,"[16.08, 26.58]",一汽丰田,354,中型SUV,汽油,2024.09,3年或10万公里
路虎,揽胜极光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/358ba7359ff7457597d529963c7891e0~tplv-resize:640:0.png,718,"[23.39, 28.6]",奇瑞捷豹路虎,355,中型SUV,48V轻混系统,2024.04,3年或10万公里
本田,本田UR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,717,"[18.18, 26.48]",东风本田,356,中型SUV,汽油,2023.06,3年或10万公里
本田,雅阁 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,707,"[19.18, 22.48]",广汽本田,357,中型车,插电式混合动力,2024.01,3年或10万公里
凌宝汽车,凌宝BOX,https://p9-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,703,"[3.79, 6.88]",吉麦新能源,358,微型车,纯电动,2024.09,3年或6万公里
江淮瑞风,瑞风M3,https://p3-dcd.byteimg.com/img/motor-mis-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,703,"[6.15, 12.39]",江汽集团,359,紧凑型MPV,油电混合,2023.12,3年或10万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,700,"[25.35, 34.55]",上汽奥迪,360,中大型SUV,纯电动,2024.05,3年或10万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,695,"[7.48, 9.68]",广汽本田,361,小型车,汽油,2024.03,3年或10万公里
本田,缤智,https://p9-dcd.byteimg.com/img/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,690,"[10.49, 13.09]",广汽本田,362,小型SUV,汽油,2024.09,3年或10万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2795607979c740fa8e2e985fb2dc1a88~tplv-resize:640:0.png,689,"[10.79, 11.99]",长安汽车,363,紧凑型车,插电式混合动力,2024.04,3年或12万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,681,"[7.98, 9.08]",上汽通用五菱,364,小型SUV,纯电动,2024.04,3年或10万公里
宝马,宝马i5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1081a6e139924a17a8a06e5a92353e23~tplv-resize:640:0.png,680,"[34.6, 36.7]",华晨宝马,365,中大型车,纯电动,2024.01,3年或10万公里
比亚迪,唐EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/47f2068f10fc46cf9e278e648c392b64~tplv-resize:640:0.png,675,"[21.98, 26.98]",比亚迪,366,中型SUV,纯电动,2024.04,6年或15万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,657,"[15.48, 17.18]",长城汽车,367,中型SUV,插电式混合动力,2024.03,6年或15万公里
大众,威然,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4cd4facb17b54ead99f1da162272c269~tplv-resize:640:0.png,648,"[25.38, 36.68]",上汽大众,368,中大型MPV,汽油,2023.08,3年或10万公里
蓝电,蓝电E5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,634,"[9.98, 15.19]",赛力斯蓝电汽车,369,中型SUV,插电式混合动力,2024.04,6年或15万公里
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,624,"[9.29, 12.39]",东风日产,370,紧凑型SUV,插电式混合动力,2023.07,6年或15万公里
奔驰,威霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/507ab40ffe6545d993c127ac0bc19dd6~tplv-resize:640:0.png,622,"[25.38, 34.68]",福建奔驰,371,中大型MPV,48V轻混系统,2024.08,3年或6万公里
哈弗,哈弗H5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,615,"[11.98, 15.48]",长城汽车,372,大型SUV,汽油,2024.03,3年或10万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1f797a0102ab4d71ad0d47e960463d35~tplv-resize:640:0.png,611,"[12.58, 31.68]",创维汽车,373,中型SUV,插电式混合动力,2024.03,5年或15万公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a638941d454742058547308ebfab52d2~tplv-resize:640:0.png,602,"[13.69, 15.49]",小鹏汽车,374,紧凑型车,纯电动,2023.09,4年或10万公里
领克,领克01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/827fe2deca1b48ec9ded3e921232183c~tplv-resize:640:0.png,589,"[14.28, 18.38]",领克,375,紧凑型SUV,汽油,2024.04,4年或10万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d266c935398141da87d4cdcd0a25d7fe~tplv-resize:640:0.png,588,"[9.99, 18.49]",长安马自达,376,小型SUV,汽油,2024.07,3年或10万公里
极石汽车,极石01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,568,"[29.99, 35.99]",北京汽车制造厂,377,中大型SUV,增程式,2024.08,5年或10万公里
比亚迪,护卫舰07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,563,"[17.98, 25.98]",比亚迪,378,中型SUV,插电式混合动力,2024.03,6年或15万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,563,"[9.98, 10.88]",一汽奔腾,379,紧凑型SUV,汽油,2022.12,3年或10万公里
星途,星纪元 ES,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/50bd05addd5142b4a85fc5d37c87dfce~tplv-resize:640:0.png,551,"[19.59, 31.98]",星途,380,中大型车,纯电动,2024.08,4年或12万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,549,"[8.98, 14.78]",比亚迪,381,紧凑型车,纯电动,2024.03,6年或15万公里
路虎,发现运动版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/42df37a2a1d24acdb11be0f719bd8502~tplv-resize:640:0.png,541,"[23.3, 24]",奇瑞捷豹路虎,382,中型SUV,48V轻混系统,2024.07,3年或10万公里
荣威,荣威D7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/279198c170654088bb304d89cfc3d72f~tplv-resize:640:0.png,535,"[12.98, 20.08]",上汽集团,383,中型车,纯电动,2024.03,6年或15万公里
红旗,红旗EH7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7bb0ae74e8db4b5994b964e9329f9a08~tplv-resize:640:0.png,529,"[19.98, 28.18]",一汽红旗,384,中大型车,纯电动,2024.08,4年或10万公里
小鹏汽车,小鹏P7+,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e0da18a3542448c8cb27c1ac8820025~tplv-resize:640:0.png,522,"[18.68, 21.88]",小鹏汽车,385,中大型车,纯电动,2024.11,5年或12万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,516,"[27.64, 31.29]",一汽奥迪,386,中型SUV,汽油,2023.10,3年或10万公里
比亚迪,海豹06GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/672c5e9c36d24ac09e4ad2aaced79d78~tplv-resize:640:0.png,513,"[13.68, 18.68]",比亚迪,387,中型车,纯电动,2024.10,6年或15万公里
起亚,起亚K3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,510,"[8.39, 11.39]",起亚,388,紧凑型车,汽油,2024.02,3年或10万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70d75609d002435288ede2ed9149f248~tplv-resize:640:0.png,500,"[37.16, 50.16]",上汽奥迪,389,中大型SUV,汽油,2024.01,3年或10万公里
红旗,红旗H9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3f7da5ac79454bc29ccd01565f19ec35~tplv-resize:640:0.png,492,"[25.98, 81]",一汽红旗,390,中大型车,48V轻混系统,2024.04,4年或10万公里
蔚来,蔚来ET7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/044f2a2afda542c68162110525721908~tplv-resize:640:0.png,482,"[42.8, 51.6]",蔚来,391,中大型车,纯电动,2024.04,3年或12万公里
大众,探岳X,https://p9-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,478,"[18.99, 21.99]",一汽-大众,392,中型SUV,汽油,2023.03,3年或10万公里
大众,帕萨特PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,477,"[19.72, 20.61]",上汽大众,393,中型车,插电式混合动力,2022.09,3年或10万公里
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,468,"[18.5, 26.5]",沃尔沃亚太,394,紧凑型SUV,48V轻混系统,2024.09,3年不限公里
创维汽车,创维EV6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ad946cfb7300451192fd711f0af4ded0~tplv-resize:640:0.png,462,"[13.98, 32.98]",创维汽车,395,中型SUV,纯电动,2024.10,5年或15万公里
别克,威朗,https://p9-dcd.byteimg.com/img/motor-mis-img/f935e27660580af362e268ff6a476c00~tplv-resize:640:0.png,461,"[6.89, 9.89]",上汽通用别克,396,紧凑型车,汽油,2021.08,3年或10万公里
奥迪,奥迪Q2L,https://p3-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,452,"[13.6, 16.7]",一汽奥迪,397,小型SUV,汽油,2023.08,3年或10万公里
本田,e:NP2 极湃2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ee70fe92147b48e0b0dadf6640efa893~tplv-resize:640:0.png,451,"[14.48, 14.48]",广汽本田,398,紧凑型SUV,纯电动,2024.04,3年或12万公里
思皓,思皓花仙子,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,440,"[4.99, 6.49]",江汽集团,399,微型车,纯电动,2022.11,3年或12万公里
丰田,凌尚,https://p9-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,430,"[10.48, 13.48]",广汽丰田,400,紧凑型车,汽油,2024.07,3年或10万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,424,"[18.19, 19.69]",一汽-大众,401,中型车,插电式混合动力,2021.12,3年或10万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,421,"[12.99, 19.59]",广汽本田,402,紧凑型SUV,汽油,2023.02,3年或10万公里
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0099601a4f4149e6b2fb78eb06626829~tplv-resize:640:0.png,415,"[33.99, 46.99]",岚图汽车,403,中大型MPV,纯电动,2024.09,5年或10万公里
日产,劲客,https://p3-dcd.byteimg.com/img/motor-mis-img/504fb3220f62bbc899bbe7bdbdb15d0a~tplv-resize:640:0.png,413,"[8.48, 9.88]",东风日产,404,小型SUV,汽油,2023.07,3年或10万公里
LEVC翼真汽车,翼真L380,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9c751691031c4913acc0f2bed915dba9~tplv-resize:640:0.png,402,"[37.99, 47.99]",LEVC,405,中大型MPV,纯电动,2024.06,5年或15万公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,402,"[7.98, 10.88]",东风日产,406,紧凑型SUV,汽油,2023.09,3年或10万公里
奔驰,奔驰GLA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e7b3c594dd59465fa7a66c057a5901ed~tplv-resize:640:0.png,400,"[24.99, 29.69]",北京奔驰,407,紧凑型SUV,48V轻混系统,2023.11,3年不限公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,390,"[19.77, 23.27]",一汽-大众,408,中型车,纯电动,2023.12,3年或10万公里
斯柯达,柯米克GT,https://p9-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,390,"[8.98, 11.99]",上汽大众斯柯达,409,小型SUV,汽油,2024.09,3年或10万公里
五菱汽车,五菱征程,https://p9-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,387,"[5.98, 9.08]",上汽通用五菱,410,中大型MPV,汽油,2022.09,3年或6万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,387,"[13.27, 17.77]",东风雪铁龙,411,紧凑型SUV,汽油,2024.07,5年或15万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,377,"[8.49, 10.79]",长安汽车,412,紧凑型车,汽油,2024.05,3年或10万公里
东风纳米,纳米BOX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,375,"[4.87, 7.47]",东风汽车,413,小型SUV,纯电动,2023.04,3年或6万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,375,"[37.18, 46.18]",腾势汽车,414,中大型MPV,纯电动,2024.03,6年或15万公里
极氪,ZEEKR MIX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c10237011403464c8c5a14efd8a6a72b~tplv-resize:640:0.png,373,"[27.99, 29.99]",极氪,415,中型MPV,纯电动,2024.10,4年或10万公里
睿蓝汽车,睿蓝7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34076f95094b48af8c6835540dd8227d~tplv-resize:640:0.png,370,"[11.17, 17.77]",睿蓝汽车,416,紧凑型SUV,纯电动,2024.10,6年或15万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d7cb99338fc54329b5902e25b6d44c17~tplv-resize:640:0.png,367,"[14.99, 14.99]",长安汽车,417,紧凑型车,纯电动,2024.01,1年或12万公里
别克,世纪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,365,"[46.19, 68.19]",上汽通用别克,418,中大型MPV,48V轻混系统,2023.08,3年或10万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/img/motor-mis-img/1c7a3356986a77510a0b53855fb5a868~tplv-resize:640:0.png,360,"[15.58, 16.98]",比亚迪,419,紧凑型车,纯电动,2024.07,6年或60万公里
东风风神,东风风神E70,https://p3-dcd.byteimg.com/img/motor-mis-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,360,"[14.28, 15.38]",东风乘用车,420,紧凑型车,纯电动,2023.03,3年或30万公里
雪佛兰,探界者,https://p9-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,360,"[12.39, 17.89]",上汽通用雪佛兰,421,中型SUV,汽油,2023.05,3年或10万公里
红旗,红旗HQ9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c97f39fcbb28433aad656ad98ff3d6c8~tplv-resize:640:0.png,351,"[35.88, 53.88]",一汽红旗,422,中大型MPV,插电式混合动力,2024.04,4年或10万公里
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,347,"[10.68, 13.75]",东风日产,423,紧凑型车,纯电动,2022.10,3年或12万公里
北京汽车,魔方,https://p9-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,346,"[7.99, 10.49]",北京汽车,424,紧凑型SUV,汽油,2024.03,5年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,344,"[8.49, 11.49]",北京汽车,425,紧凑型SUV,汽油,2024.03,5年或10万公里
阿维塔,阿维塔 11,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/83e370fa77b64c78a65c707b76b7415c~tplv-resize:640:0.png,331,"[29.58, 38.58]",阿维塔科技,426,中大型SUV,纯电动,2024.04,5年或12万公里
ARCFOX极狐,极狐 阿尔法S,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,320,"[18.48, 32.48]",北汽新能源,427,中大型车,纯电动,2024.04,3年或12万公里
沃尔沃,沃尔沃S90 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/85ab657418d34d71a71a022e35bd1ef3~tplv-resize:640:0.png,319,"[37.99, 46.89]",沃尔沃亚太,428,中大型车,插电式混合动力,2024.10,3年不限公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,313,"[10.98, 12.78]",起亚,429,紧凑型SUV,汽油,2021.07,5年或10万公里
腾势,腾势N7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/64c39c89935142829cfe0ca295dc9538~tplv-resize:640:0.png,311,"[23.68, 32.68]",腾势汽车,430,中型SUV,纯电动,2024.04,6年或15万公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,309,"[8.78, 10.28]",上汽通用五菱,431,微型车,纯电动,2022.09,3年或6万公里
长安,长安UNI-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/09a8092ecee34808ae45128f9d2adb1e~tplv-resize:640:0.png,308,"[9.99, 12.99]",长安汽车,432,紧凑型SUV,汽油,2023.07,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,301,"[17.48, 31.88]",大运汽车,433,中型MPV,纯电动,2024.05,3年或12万公里
吉利汽车,星瑞L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,300,"[11.97, 13.97]",吉利汽车,434,紧凑型车,油电混合,2023.12,5年或15万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e2768cd290e9464394d62059c6f7e2a0~tplv-resize:640:0.png,291,"[45.6, 60.06]",北京奔驰,435,中大型SUV,纯电动,2024.04,3年不限公里
坦克,坦克500,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a36d53e3b7e6450e881067328a87d84b~tplv-resize:640:0.png,284,"[33.5, 39.5]",长城汽车,436,中大型SUV,48V轻混系统,2023.03,5年或15万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,279,"[12.97, 13.97]",东风标致,437,紧凑型SUV,汽油,2024.07,3年或10万公里
福特,领裕,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,278,"[14.88, 19.68]",江铃福特,438,中大型SUV,汽油,2023.02,3年或10万公里
丰田,广汽丰田铂智4X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,271,"[15.48, 21.38]",广汽丰田,439,中型SUV,纯电动,2023.11,3年或10万公里
东风风光,风光380,https://p9-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,267,"[5.28, 6.08]",东风小康,440,微面,汽油,2022.06,3年或6万公里
仰望,仰望U8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,265,"[109.8, 109.8]",仰望,441,大型SUV,增程式,2024.04,6年或15万公里
东风富康,e爱丽舍,https://p3-dcd.byteimg.com/img/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,255,"[12.98, 13.98]",神龙汽车,442,紧凑型车,纯电动,2021.03,3年或12万公里
江淮汽车,江淮QX PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,253,"[8.99, 19.29]",江汽集团,443,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5d64b637b63a4291ad2e9e94cf897aa7~tplv-resize:640:0.png,251,"[10.99, 15.49]",上汽大众斯柯达,444,紧凑型SUV,汽油,2024.09,3年或10万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,250,"[18.59, 22.99]",广汽本田,445,紧凑型SUV,插电式混合动力,2024.10,3年或10万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,250,"[26.98, 26.98]",SWM斯威汽车,446,紧凑型SUV,汽油,2022.09,3年或6万公里
现代,胜达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/85040ec8dfb4469a89453da00be8a76a~tplv-resize:640:0.png,243,"[19.58, 26.88]",北京现代,447,中型SUV,汽油,2024.08,可选：3年或15万公里/5年或10万公里/7年或7万公里
标致,标致508L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,235,"[14.67, 19.07]",东风标致,448,中型车,汽油,2023.08,5年或15万公里
SWM斯威汽车,斯威大虎,https://p9-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,233,"[5.99, 7.89]",SWM斯威汽车,449,中型SUV,汽油,2022.08,3年或6万公里
上汽大通MAXUS,大通G10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9cb8a3e47412485ab01e1ea06ab6af34~tplv-resize:640:0.png,233,"[10.3, 18.48]",上汽大通,450,中大型MPV,汽油,2024.08,3年或6万公里
凯翼,炫界Pro EV,https://p9-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,232,"[11.99, 17.66]",凯翼汽车,451,紧凑型SUV,纯电动,2023.09,3年或10万公里
吉利汽车,嘉际,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/02f32875d1434d0b8f9e8c9b30bfa141~tplv-resize:640:0.png,232,"[10.97, 12.78]",吉利汽车,452,紧凑型MPV,汽油,2024.07,4年或10万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,229,"[13.59, 14.79]",上汽集团,453,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
奔腾,奔腾T90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2ab4b33027204ae3bde8449164d0a9d8~tplv-resize:640:0.png,224,"[8.4, 12.7]",一汽奔腾,454,紧凑型SUV,汽油,2024.09,3年或10万公里
星途,星途追风,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,224,"[10.29, 16.29]",星途,455,紧凑型SUV,汽油,2023.09,3年或10万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,222,"[8.99, 14.19]",上汽大众,456,小型SUV,汽油,2023.05,3年或10万公里
林肯,飞行家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0103d63d86aa4579be5950db34e660f4~tplv-resize:640:0.png,218,"[49.08, 75.38]",长安林肯,457,中大型SUV,汽油,2024.08,5年或14万公里
飞凡汽车,飞凡F7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,216,"[18.99, 25.99]",飞凡汽车,458,中大型车,纯电动,2023.11,5年或12万公里
